PDF_File,Page,Line,Matched_Text
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,170,31,La linea grigia tratteggiata e continua indicano i limiti dell'area del rotore e l'altezza del mozzo. I profili di temperatura potenziale
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,170,34,"1 Osservazioni condotte il 10 settembre 2016, effettuate presso questo cluster di parchi eolici dotato di due tipi di turbine: SIEMENS SWT"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,170,35,"3.6-120 e SENVION 6.2, con 90 e Altezze del mozzo di 95 m e diametri del rotore di 120 e 126 m."
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,171,18,"debole flusso da sud-est con una velocità del vento di circa 5 m/s a 10 m altezza, con temperature comprese"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,171,24,"termica si trovava all’incirca alla stessa altezza del mozzo delle turbine, la rotazione dei rotori ha portato alla"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,173,16,"NRI), calcolato secondo l’angolo di altezza solare rispetto all’orizzonte, la copertura e la quota del “ceiling”"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,173,26,"velocità del vento (sufficiente una misura a 10 m di quota), il calcolo dell’altezza solare (deducibile per la"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,178,27,"le stime di intensità del vento e altezza d’onda da satellite: Envisat, ERS- 2, Geosat FO, Jason-1, Jason-2,"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,178,32,"(altezza d’onda significativa, periodo medio e di picco e direzione media di propagazione)."
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,178,34,- distribuzione dell’altezza d’onda significativa Hs;
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,178,35,- distribuzione delle differenze di altezza d’onda significativa tra lo scenario comprensivo delle strutture
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,178,46,"sono l’altezza d’onda significativa, il periodo di picco e la direzione d’onda."
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,179,11,La distribuzione dell’altezza d’onda condizionata al periodo di picco è riportata nella figura sotto. Per il 46%
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,179,12,"delle occorrenze, l’altezza d’onda H è inferiore a 1 m. Il periodo d’onda più frequente è tra 5-6 s, con 53%"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,179,14,"delle occorrenze è fra 4 e 7s. L’altezza massima dell’onda nel periodo analizzato è 9.94 m, relativa a una forte"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,179,16,Figura 22 – Periodo di picco vs altezza d’onda significativa per il sito Ichnusa Wind Power.
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,179,21,"l’altezza d’onda significativa, il periodo di picco e la direzione d’onda."
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,180,8,La distribuzione dell’altezza d’onda condizionata al periodo di picco è riportata nella figura sotto. Per il 51.6%
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,180,9,"delle occorrenze, l’altezza d’onda H è inferiore a 1 m. Il periodo d’onda più frequente è tra 5-6 s, con 59.6%"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,180,11,"delle occorrenze è fra 4 e 7s. L’altezza massima dell’onda nel periodo analizzato è 9.12 m, relativa a una forte"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,180,13,Figura 24 – Periodo di picco vs altezza d’onda significativa per il sito Ichnusa Wind Power.
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,180,17,- l’altezza d’onda è inferiore a 1 m per più del 50% delle volte e il periodo d’onda più probabile è compreso
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,180,19,- il massimo dell’altezza d’onda rilevato nei due siti è di 9 m la direzione d’onda simile per i due siti;
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,181,6,DISTRIBUZIONE DELL’ALTEZZA D’ONDA SIGNIFICATIVA HS
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,181,8,dell’altezza d’onda significativa derivante dall’interazione strutture – onda risultano osservabili soltanto
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,181,10,Figura 25 – Esempio della distribuzione dell’altezza d’onda significativa per il dominio di
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,181,12,Distribuzione delle differenze di altezza d’onda significativa tra lo scenario comprensivo delle
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,181,14,Figura 26 – Differenze di altezza d’onda significativa tra stato attuale e configurazione di
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,182,6,"Nello specifico, la riduzione dei valori di altezza d’onda significativa, tra la configurazione di progetto e lo"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,182,13,variazione massima di altezza d’onda significativa indotta dal campo eolico sia pari a circa lo 0.3-0.5%
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,182,14,"dell’altezza d’onda indisturbata, a circa 20 km dal sito."
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,182,18,dell’altezza d’onda significativa Hs indisturbata e che l’area oltre ad un raggio di 20 km dal campo eolico non
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,253,14,"- le sovrastrutture (topside) che comprendono la torre, la navicella e il rotore nel caso degli"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,253,35,Il volume di colonna d’acqua fisicamente occupato viene calcolato considerando l’altezza di pescaggio
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,254,13,"Posta quindi la scelta di ancoraggi a pali cilindrici di diametro 2.44 m nel numero di sei unità per floater, ne"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,261,16,habitat e le relative coordinate geografiche.
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,262,6,Figura 43 – Distribuzione dei transetti della campagna geofisica e delle coordinate bibliografiche all’interno e all’esterno di un buffer di 5 km intorno all’elettrodotto marino.
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,263,6,Figura 44 – Distribuzione dei transetti della campagna geofisica e delle coordinate bibliografiche all’interno e
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,264,32,Tabella 17 – Profondità e coordinate dei siti in esame.
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,266,13,Tabella 19 – Profondità e coordinate del punto di partenza delle tracce ROV eseguite per l’Isola di San Pietro (SPi).
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,267,14,"Tabella 20 – Profondità, coordinate e valori medi di densità (n° colonie /2500 cm2) per le popolazioni di corallo rosso."
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,267,33,Tabella 21 – Profondità e coordinate dei siti interessati e parametri delle specie individuate.
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,271,12,Le tabelle che seguono riportano le coordinate dei transetti investigati sia su fondi duri che mobili.
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,271,13,Tabella 22 – Coordinate dei transetti ROV effettuati nell’area di indagine.
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,271,15,Coordinate (m) Coordinate (m)
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,322,11,certa altezza dalla testa del palo e rilasciato per generare il colpo sotto l’azione della gravità;
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,323,22,costituiti da tre pali lunghi 85 m e aventi diametro esterno superiore a 3 m (Figura 291). L'installazione dei pali
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,327,11,"state inoltre osservate al variare dell'altezza della sorgente, indicando l’ulteriore capacità degli sculpini di"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,327,12,"determinare l'altezza di una sorgente (Abboud e Coombs, 2000)."
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,353,20,L’energia di infissione varia più che linearmente con il diametro dei pali e determina importanti riduzioni di
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,357,25,"Tabella 37 sono riportate le coordinate, la profondità locale e la quota di prelievo, nonché le caratteristiche"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,357,28,"e prende in considerazione esclusivamente la loro dimensione, in termini di diametro medio d50. In generale,"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,359,6,Tabella 37 – Identificazione dei campioni (localizzazione – coordinate WGS84 UTM32 – e quota di prelievo) e
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,361,32,"serie temporali, tra l’altro, di altezza d’onda, periodo e direzione, nel punto desiderato. Se da un lato la"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,362,10,"con confronti con anemometri, boe, nonché con le stime di intensità del vento e altezza d’onda da satellite."
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,362,14,"è localizzato a circa 5 km dalla costa, alle coordinate longitudine 8.313°E e latitudine 39.231°N, ad una"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,362,20,un’altezza d’onda massima raggiunta a Febbraio 2017 pari a 7.5 m proveniente da 309°N. La rosa evidenzia
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,363,11,"metodo POT - Peak Over Threshold, ossia in riferimento ai valori più elevati, superiori alla soglia di altezza"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,364,11,"Tabella 38 - Valori di altezza d’onda significativa Hs per diversi periodi di ritorno TR,"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,370,23,Dimensioni medie dei sedimenti costituenti ciascuna frazione granulometrica: il diametro medio d50 a
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,373,8,"allontanandosi dal fondale. In particolare, facendo riferimento a concentrazioni superiori a 2 mg/l, l’altezza di"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,376,16,"frequenti; nello specifico, la mareggiata è stata individuata tale da presentare al picco un valore di altezza"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,376,22,"2021 (picco di mareggiata: 11/12/2021 ore 7:00) le cui caratteristiche, in termini di altezza d’onda significativa"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,379,7,"del dominio, la direzione di propagazione dell’onda e la loro lunghezza è proporzionale all’altezza dell’onda. Le"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,379,8,variazioni dell’altezza d’onda sono anche rappresentate dalla scala cromatica: modifiche repentine della
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,379,10,Figura 170 – Campo di altezza d’onda significativa al picco della mareggiata selezionata (11/12/2021 ore 7:00). In
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,385,15,Il comportamento in volo è anche influenzato dall’altezza della vegetazione: si ipotizza che alcune specie di
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,389,16,generalmente ad altitudini basse. Con un air gap (minima distanza tra il rotore e la superficie del mare) attorno
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,389,22,metri di altezza. P. nathusii o P. pygmaeus variano invece l’altezza di volo in base alla disponibilità di prede
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,389,25,Tabella 41 – Distanze massime di foraggiamento delle specie e altezza di volo.
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,389,28,Nome scientifico Nome comune Altezza di volo (m)
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,389,30,"Pipistrellus pipistrellus Pipistrello nano 5.1 fino al rotore, >25, >40-50 in volo diretto"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,389,33,"fino al rotore, occasionalmente >25, >40-50 in"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,389,60,"50 (fino al rotore), >25, foraggia sopra la"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,391,25,"- sul campo dovrà annotato nella scheda di rilevamento il tipo di rilevamento (ETS o OTS), le coordinate"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,393,7,"di uccelli), con annotazioni relative al comportamento, all'orario, all'altezza approssimativa dal suolo e all'altezza"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,414,16,da 12 MW con diametro rotore fino 255 m e quota hub fino a 155 mslm. Tale soluzione offshore viene dunque
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,414,18,MW (molto comuni per impianti a terra) con diametro rotore di circa 125 m e quota hub a circa 75 mslt; i
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,414,19,parametri così selezionati sono in linea con gli attuali trend di sviluppo per l’eolico onshore (torri di altezza
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,414,20,"compresa tra 75 e i 115 metri, rotore di diametro tra 90 e 150 metri). Viene qui preferita una soluzione onshore"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,414,21,"a minima altezza hub per questioni legate all’impatto visivo delle opere che, come noto, costituisce uno tra i"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,414,25,diametri rotore (~750m).
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,414,32,Diametro rotore [m] 250 125
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,414,33,Quota hub [mMSL] fino a 155 75
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,416,36,mare (quota occhi 1.7 m) la curvatura terrestre nasconde circa 72 m dell’altezza complessiva degli
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,416,41,"individuazione a prima occhiata. Le turbine infatti, percepibili come elementi di altezza non superiore a 0.5 cm"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,417,17,"fondazioni tronco coniche in calcestruzzo armato di diametro tra 25 e 30 m, alloggiate all’interno di uno scavo"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,417,23,considerare l’utilizzo di 6 elementi di ancoraggio per turbina assimilabili a pali cilindrici di diametro circa 2.44
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,420,18,singolo volo attraverso il rotore.
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,420,19,Il numero di uccelli che può attraversare il rotore è calcolato come:
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,420,27,- 𝑅 raggio del rotore;
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,420,31,- 𝑄 fattore percentuale di specie che volano nel range di quote del rotore.
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,420,33,"Per quanto riguarda la probabilità di impatto per il singolo evento di volo attraverso il rotore, questa è calcolata"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,420,39,"- 𝑏, numero di pale del rotore;"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,420,40,"- 𝛺, velocità angolare del rotore;"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,420,43,"- 𝑅, raggio esterno del rotore;"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,420,46,"- 𝑣, velocità dell’uccello attraverso il rotore;"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,420,51,"all’interno del rotore è direttamente proporzionale, a meno di fattori relativi alla singola specie, al raggio del"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,420,52,"rotore ed al numero di turbine del parco, secondo la legge:"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,421,10,Considerando che per la soluzione in progetto si prevedono 42 aerogeneratori con diametro rotore fino a 255
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,421,12,"aerogeneratori con diametro pari a 125 m, si ottiene che:"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,421,18,"differenza di diametro tra i rotori, facendo risultare la soluzione onshore più rischiosa."
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,421,19,"Per quanto concerne la probabilità di collisione per il singolo individuo in volo attraverso il rotore, si"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,421,22,"diametri di rotore più grandi, lavorano a velocità angolari più basse. Per le turbine da 12 MW,"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,421,28,"offshore, per le specie in volo alla quota rotore."
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,423,26,"tralicci AAT sono progettati per resistere a velocità del vento più elevate e, data la loro altezza, i conduttori"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,467,20,"Prendendo ad esame la situazione incidentale più pericolosa, ovvero il distacco dell’intera pala dal corpo rotore"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,468,29,distanza tra il baricentro della pala e la sua sezione terminale (tip). Si può quindi scrivere:
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,468,32,con 𝐿 distanza tra il baricentro e il tip della pala.
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,468,35,dall’asse della torre sino al punto più estremo della pala (tip).
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,502,36,una distanza minima dai ricettori non inferiore a 50 volte l’altezza degli aerogeneratori (circa 14 km
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,502,37,considerando una altezza massima delle WTG di 283 mslm).
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,503,28,osservatore medio percepirebbe gli aerogeneratori come elementi di altezza pari a circa mezzo centimetro
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,504,10,Coordinate secondo WGS84 EPSG32632 UTM32N. Elaborazione iLStudio.
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,505,10,"Coordinate: 446208E, 4358578N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,505,19,"Coordinate: 449349E, 4363544N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,505,28,"Coordinate: 449276E, 4365960N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,505,37,"Coordinate: 449751E, 4363134N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,505,46,"Coordinate: 452767E, 4377059N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,505,55,"Coordinate: 449740E, 4372378N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,506,10,"Coordinate: 445678E, 4319307N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,506,20,"Coordinate: 445504E, 4342335N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,506,29,"Coordinate: 446147E, 4339643N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,506,39,"Coordinate: 451251E, 4351379N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,506,48,"Coordinate: 451416E, 4349190N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,506,57,"Coordinate: 451434E, 4349164N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,507,10,"Coordinate: 451293E, 4348649N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,507,20,"Coordinate: 451001E, 4348068N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,507,30,"Coordinate: 450218E, 4346576N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,507,39,"Coordinate: 432892E, 4333428N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,510,15,"delle terre emerse. Per quanto riguarda infine l’effetto della distanza, si fa osservare che l’altitudine massima"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,510,17,"visibili, appariranno più basse, rispettivamente la metà, un terzo e un quarto, rispetto all’altezza visibile della"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,514,29,Coordinate secondo WGS84 EPSG32632 UTM32N. Elaborazione iLStudio.
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,514,35,"Coordinate: 451251E, 4351379N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,514,44,"Coordinate: 451416E, 4349190N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,515,10,"Coordinate: 451434E, 4349164N"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,524,49,bacche globose di circa 1-2 cm di diametro che
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,525,24,"del mare fino a 700 m di altitudine, con un fusto"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,526,12,può svilupparsi fino a 30 metri di altezza quando
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,545,38,certa altezza dalla testa del palo e rilasciato per generare il colpo sotto l’azione della gravità;
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,547,8,costituiti da tre pali lunghi 85 m e aventi diametro esterno superiore a 3 m (Figura 291). L'installazione dei pali
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,550,20,"state inoltre osservate al variare dell'altezza della sorgente, indicando l’ulteriore capacità degli sculpini di"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,550,21,"determinare l'altezza di una sorgente (Abboud e Coombs, 2000)."
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,553,31,installazioni eoliche fisse dei mari del nord). L’energia di infissione varia più che linearmente con il diametro
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,562,11,"di altezza pari a 0.5 cm sulla linea di orizzonte in condizioni climatiche rare, ovvero in assenza di foschia. In"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,583,22,all’altezza dello Stagno Baiocca.
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,588,8,Nella Tabella 69 sono riportate le coordinate di ciascun punto e la classe acustica di appartenenza.
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,589,27,"Le turbine Port.Al. sono del tipo Vestas V112-3.3, caratterizzate da un livello di potenza sonora pari a 106.5"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,609,46,"diametro compreso tra 50 e 100 m, con una profondità di 2-3 m, e possono essere generalmente classificati"
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,616,26,rotore. Tale condizione di vento estremo fa parte del set di calcoli utilizzati per le verifiche strutturali e di
downloads/Serramanna\Progetti\9739\1_C0421GR37INTSIA00a.pdf,616,41,risultati hanno portato a stabilire che i valori massimi di altezza d’onda (8-9 m) sviluppati da tali fenomeni sono
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,12,30,Figura 7.22 – Curva caratteristica teorica per aerogeneratori da 12 MW con diametro rotore 220 e 250 m. ..................... 40
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,16,18,Figura 7.153 – Sistema di coordinate cilindriche (sx) e sistema di coordinate “elicoidali” (dx). ....................................... 211
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,16,41,Figura 7.176 – Blade Bridge Irlanda .................................................................................................................................. 233
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,17,6,Figura 7.178 – Esempio di pala eolica prodotta da Siemens Gamesa .............................................................................. 235
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,28,41,Tabella 9.69 – Coordinate Geografiche delle stazioni di campionamento......................................................................... 481
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,37,24,TIP Trasformatore induttivo di potenza
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,37,31,TSR Tip Speed Ratio
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,54,10,Ciascun aerogeneratore (Wind Turbine Generator – WTG) sarà costituito da un rotore tripala con diametro Vno
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,57,19,"Posizione dell’occhio del ciclone (a), campo d’onda durante il picco della tempesta (b) e la serie temporale di altezza d’onda"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,69,38,(sopravento) su fondazione galleggiante aventi diametro rotore fino a 255 m e altezza massima fino a
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,71,33,massimo di 9 e un minimo di 6 diametri di rotore nella direzione di vento prevalente o
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,75,12,"kilowatt e diametri del rotore attorno a 17 metri; in poco meno di 35 anni, alla Vne del 2018, la potenza nominale"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,75,13,media delle turbine offshore installate nel mondo era di 3.94 MW con diametro rotore attorno a 140 m (Federal
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,76,11,"riferimento ad una potenza nominale di 15 MW con un diametro rotore di 240 m (NREL, 2021)."
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,76,12,Nello stesso anno Siemens Gamesa lanciava sul mercato la turbina offshore SG 14–222 DD con potenza
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,76,13,"nominale 14 MW e diametro rotore 222 m (SIEMENS GAMESA, 2020); qualche tempo dopo Vestas ha"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,76,14,"annunciato il suo modello di punta V236–15.0 MW con un diametro di rotore di 236 m (VESTAS, 2020) in"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,76,17,"aerogeneratori offshore con potenze Vno a 20 MW e diametri rotore Vno a 260 m (TNO Innovation for Life,"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,76,23,Previsione di crescita del diametro rotore e della potenza elettrica nominale. Proposte progettuali in progetto internazionali.
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,76,29,"quindi un orizzonte temporale al 2025–2030, potendo ragionevolmente ipotizzare un diametro di rotore attorno"
downloads/Serramanna\Progetti\9739\1_C0421YR03RELSIA00a.pdf,76,31,"e il più basso tip di pala (air gap) attorno a 30 m, scaturiscono i modelli di riferimento della Tabella 7.3 i cui"
